public_metrics,created_at,id,text,reply_settings,conversation_id,source,author_id,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-27T15:17:16.000Z,328165959254802433,"Vivo para comer, em vez de comer para viver. #depressed",everyone,328165959254802433,Twitter for Android,866362964,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-27T03:03:31.000Z,327981305876848641,Adio me dormire :( #depressed,everyone,327981305876848641,TweetDeck,81461554,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-04-27T00:52:23.000Z,327948304254124032,"@someuser mas eles são tão lindos juntos!!! E ela é linda tb! E ele A M A elaaaaa! ))),: #depressed",everyone,327946237179465728,Twitter for iPhone,211617275,pt,#depressed,,"[{'type': 'replied_to', 'id': '327947900061642753'}]",138887327
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-04-26T22:10:46.000Z,327907631433932800,"http://someurl sim jelena está mesmo de volta, não tenho nada a dizer neste momento, porque não consigo.. #depressed",everyone,327907631433932800,Twitter Web Client,464856472,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-25T15:29:17.000Z,327444208837353473,@someuser ahaha omg r.e #depressed x,everyone,327443732603478016,Twitter for BlackBerry®,362735210,nl,#depressed,,"[{'type': 'replied_to', 'id': '327444038322114561'}]",1113718790
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-25T03:23:00.000Z,327261434604044290,Dúvida: ir dormir pq to morta ou ir assistir pela vigésima vez GG #depressed,everyone,327261434604044290,Twitter for Android,1006834866,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-24T23:56:38.000Z,327209497271607298,"@someuser amor, a professora vai mostrar p sala >>toda<< um video q agt fez e o meu ta o pior #depressed",everyone,327207601270050816,Twitter Web Client,1074952664,pt,#depressed,,"[{'type': 'replied_to', 'id': '327207725664702468'}]",1373400367
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-24T20:16:21.000Z,327154063571558400,"p melhorar, o gajo d quem eu tenho um enorme fraquinho tmb vai p espanha ou seja n o vou ver. #depressed",everyone,327154063571558400,Mobile Web (M2),612533776,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-23T21:46:31.000Z,326814364529205248,Oh meu querido Barça. que má sorte que me trouxes-te é esta??! #depressed,everyone,326814364529205248,Twitter Web Client,368653860,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-23T16:04:00.000Z,326728167794548736,e o chocolate acabou #depressed,everyone,326728167794548736,Twitter Web Client,1140042925,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",2013-04-23T02:29:32.000Z,326523201146478592,@someuser TA MAS IDAI EU NAMORO COM O JORGE CARA naum pera mentira #depressed,everyone,326516419929993216,Twitter Web Client,458004384,pt,#depressed,,"[{'type': 'replied_to', 'id': '326522600585060352'}]",735195734
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-23T00:52:22.000Z,326498748907802624,observando o facebook de marcela #depressed,everyone,326498748907802624,Twitter Web Client,1074952664,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-22T19:55:04.000Z,326423929252093953,hehehe #depressed,everyone,326423929252093953,Twitter for Android,582269677,tl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-22T17:10:36.000Z,326382541860896769,só tenho dores e moleza! #depressed,everyone,326382541860896769,Twitter Web Client,978891420,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-22T00:07:38.000Z,326125104532701185,depressed chihuahua @someuser lol #chichi #chihuahua #sad #depressed #sleeping #funny #aweh... http://someurl,everyone,326125104532701185,Instagram,183421774,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-21T23:07:40.000Z,326110011409432578,#AnjelinaJolie ...A mulher mais linda que existe lol (na minha opnião é cláro ;D)... assistindo td sobre ela...#Record #TV #Night #Depressed,everyone,326110011409432578,Motorola mTweet,539163172,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-21T15:39:15.000Z,325997164511768580,A primavera é incompatível com o curso de direito. #depressed,everyone,325997164511768580,Mobile Web (M2),525635339,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-20T20:06:21.000Z,325701995967172610,não tenho nem mais celular que dirá ipod!!!!!! #sad #depressed,everyone,325701995967172610,Twitter Web Client,34359511,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-18T22:03:04.000Z,325006591676014592,Bombbb /.\ #pizzarolls #my #favorite #depressed #eater http://someurl,everyone,325006591676014592,Instagram,311741286,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-18T03:45:34.000Z,324730397479014400,De repente a casa pareceu muito pequena...  #bored #alone #thoughtful #depressed http://someurl,everyone,324730397479014400,Instagram,350313492,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-18T00:49:26.000Z,324686069708759040,é foda quando uma garota bota a foto dela no twitter #depressed,everyone,324686069708759040,Twitter Web Client,1074952664,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-17T01:32:16.000Z,324334462211072000,"Pqp !! Que depressão do caralho !! Vontade de nascer denovo em outro lugar, outra familia e ser mto feliz !!#depressed #depressão",everyone,324334462211072000,Twitter for iPhone,40999313,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-15T11:26:51.000Z,323759319688552452,#sad #pretty #ocean #depressed #indie #cute | via Tumblr http://someurl,everyone,323759319688552452,weheartit.com,535391767,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-04-13T22:17:35.000Z,323198304617910272,@someuser cara hoje eu recebi vários convites para varias baladas mas bateu um desanimo e acabei ficando em casa :/ #depressed,everyone,323178567498338307,Twitter for iPhone,716499864,pt,#depressed,,"[{'type': 'replied_to', 'id': '323197700994637825'}]",1329444242
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-04-13T17:55:11.000Z,323132268795265024,@someuser aahhaha anche io mi sfogo sempre qui.. Ahahaha #depressed,everyone,323098218424582144,Twitter for Android,545233138,it,#depressed,,"[{'type': 'replied_to', 'id': '323098218424582144'}]",547056408
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-12T22:34:11.000Z,322840097420619776,@someuser entao tamo juntas #depressed,everyone,322839115227869184,Twitter Web Client,357047542,pt,#depressed,,"[{'type': 'replied_to', 'id': '322839777655259136'}]",626520829
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-12T18:36:17.000Z,322780226440536064,o unico menino bonito e fofo da minha sala passou pra noite :c #depressed,everyone,322780226440536064,Twitter Web Client,550391178,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-11T21:48:13.000Z,322466138074279937,@someuser @someuser quando a maior preocupação era se alguém ia derrubar a casinha da Poly.. #depressed,everyone,322195636621557761,Twitter for iPhone,288470131,pt,#depressed,,"[{'type': 'replied_to', 'id': '322465664520577024'}]",184066762
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-11T18:29:31.000Z,322416137071624192,@someuser bosco noooooooooooooo :( #depressed,everyone,322415535310651392,Twitter for Android,411269454,it,#depressed,,"[{'type': 'replied_to', 'id': '322415535310651392'}]",608847285
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-11T12:34:17.000Z,322326738640203777,"eu gst de ti mas temos de acabar, talvez um dia mais tarde| (ignora completamente e nnc + diz nada)| #fodido #depressed #sad",everyone,322326738640203777,Social by Nokia,1173239443,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-10T19:20:12.000Z,322066503748947968,"Trailer de Dark Souls II na web e eu aqui, com YouTube, IGN e os caralho tudo bloqueado #Depressed",everyone,322066503748947968,Twitter Web Client,263008252,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-04-09T19:11:51.000Z,321702014813888513,@someuser *carente... vou chorar :((((((((((( #depressed,everyone,321700307165933568,Twitter Web Client,1077440366,pt,#depressed,,"[{'type': 'replied_to', 'id': '321701566497308673'}]",772392997
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-07T20:16:04.000Z,320993398926475265,Photo: Você deixou Saudades... E como deixou !... 😢😰😩 #BestFriend #Brother #Weekend #Love #Depressed #Sad... http://someurl,everyone,320993398926475265,Tumblr,383982161,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-07T19:34:45.000Z,320982999506235392,Photo: Adeeeus Gable !... 😢😰😩 #BestFriend #Brother #Weekend #Love #Depressed #Sad #Instagram #Tenso... http://someurl,everyone,320982999506235392,Tumblr,383982161,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-07T17:50:26.000Z,320956746149548032,E a minha irmã prepara-se p fazer scones e torta de laranja. Why? #fat #fatass #depressed,everyone,320956746149548032,Twitter for iPhone,1101414710,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-04-06T15:10:25.000Z,320554089773674498,Pensando que ia ser uma foto inédita do ensaio sensual! #depressed,everyone,320554089773674498,Twitter for iPhone,1311359120,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-06T04:39:16.000Z,320395254798893056,Último fim‑de‑semana de Férias #depressed 😕😞😟,everyone,320395254798893056,Twitter for iPhone,36054282,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-06T02:31:47.000Z,320363174564073472,"@someuser tu me odeia, né cara #depressed #sos",everyone,320363174564073472,Twitter Web Client,1329981786,pt,#depressed,,,1076871487
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-05T06:31:54.000Z,320061215848153089,Tutz todayy!! :|| #Depressed ://,everyone,320061215848153089,Twitter Web Client,1189070520,tl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-04T15:23:22.000Z,319832575076077568,Qual a probabilidade de ainda ter ingresso para p Justin daqui 4 horas? #depressed,everyone,319832575076077568,Twitter for iPhone,60488671,pt,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-8.59445138, 41.17754359]}, 'place_id': 'b5f9b1150985d719'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-01T20:01:33.000Z,318815418708029441,Depressed! esteban_grimaldo #LA #depressed http://someurl,everyone,318815418708029441,Instagram,310073493,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-01T12:00:43.000Z,318694411351519233,grrrr já não escrevia à tanto tempo q a minha mão está penra e está a ficar uma letra péssima :c ~le me #Depressed,everyone,318694411351519233,Twitter Web Client,1302790813,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-04-01T10:23:43.000Z,318669999755628544,Nem acredito que amanhã começo logo às 8:30 com aulas e acabo às 18:30 #depressed,everyone,318669999755628544,Twitter for iPhone,1163875608,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-31T21:37:01.000Z,318477055153037313,"no meio de tantos chocolates e amêndoas, não tive um ovo kinder. #depressed",everyone,318477055153037313,Twitter Web Client,149250524,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-31T20:49:28.000Z,318465087826436097,Florida out! NOOOOO!!! #depressed,everyone,318465087826436097,Twitter for iPhone,389435945,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-31T03:57:27.000Z,318210405208047616,"@someuser assim a hora não mudava , fica Inverno na mesma . #depressed",everyone,318209042285727745,Twitter Web Client,348774644,pt,#depressed,,"[{'type': 'replied_to', 'id': '318210148696997889'}]",322648652
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-31T03:16:29.000Z,318200095889817600,Alf tem raiva de mim #Depressed,everyone,318200095889817600,Twitter Web Client,524867146,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-29T19:01:56.000Z,317713252333273089,"Há uma semana atrás estava tão melhor, tão mais feliz. #depressed #ENETO",everyone,317713252333273089,Twitter Web Client,366708662,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-29T18:32:58.000Z,317705959449444353,E quando tudo que fazes cansa #depressed,everyone,317705959449444353,Twitter Web Client,335401332,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-28T23:59:57.000Z,317425861097832448,"#depressed, vou dormir. A minha gata e eu desejamos: até amanhã pessoal :) #TwitterOff http://someurl",everyone,317425861097832448,Twitter for Android,1304286462,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-28T18:18:58.000Z,317340051753291777,afinal nem gosto muito das fotos #depressed,everyone,317340051753291777,Twitter Web Client,1289929398,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-28T00:15:07.000Z,317067290313097216,"Porra, passei 10 anos da minha vida só pra aquele pedacinho de papel #depressed",everyone,317067290313097216,Twitter for iPhone,34067502,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-03-27T20:35:39.000Z,317012061714526208,@someuser @someuser @someuser pick your poison... o meu vai ser vinho #LetsGetDrunk #DEpressed #3x14Feelings #NeedYouGuys,everyone,317009230282502146,Twitter Web Client,396809714,pt,#depressed,,"[{'type': 'replied_to', 'id': '317009382485397504'}]",39860820
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-27T02:39:59.000Z,316741360378052609,pandora & ice-cream| #depressed.,everyone,316741360378052609,Twitter for Android,477505841,es,#depressed,"{'coordinates': {'type': 'Point', 'coordinates': [-79.8413074, 39.9281594]}, 'place_id': 'de2ae0ff2c60486d'}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-26T23:25:25.000Z,316692396916236290,Im sosososo sorry #depressed,everyone,316692396916236290,Twitter for iPhone,32990407,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-26T21:15:57.000Z,316659812467343362,Não quero cortar o cabelo #depressed,everyone,316659812467343362,Twitter for BlackBerry®,546898442,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-26T03:46:29.000Z,316395707135307778,quero ser magra #depressed,everyone,316395707135307778,Twitter Web Client,570034892,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-26T00:58:00.000Z,316353304475099138,@someuser  É um favor que você me faz...  #emo #depressed #unhappy #instamood #instasad #sad,everyone,316352951142727680,TweetDeck,22044264,pt,#depressed,,"[{'type': 'replied_to', 'id': '316352951142727680'}]",96005341
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-25T15:28:31.000Z,316209991147216896,Ponto e virgula dando aula #depressed,everyone,316209991147216896,Twitter for Android,270050303,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-25T13:27:03.000Z,316179422170451968,:( ma gayla almo9o3 7y2sr feny kda :( #depressed :/,everyone,316179422170451968,Twitter for Android,276722217,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-23T21:27:21.000Z,315575519410286592,#depressed momo http://someurl,everyone,315575519410286592,Instagram,801803796,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-23T15:41:09.000Z,315488395910582272,Grandes amizades que acabam por motivos pequenos? Nunca foram realmente verdadeiras então #depressed,everyone,315488395910582272,Twitter for BlackBerry®,546898442,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-23T01:05:08.000Z,315267939563622400,Part 2 #skate #skatemental #skateboarding #why #fml #depressed #death #RIP #starwars #C3PO #help #hurt # http://someurl,everyone,315267939563622400,Instagram,176374053,en,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-21T16:56:49.000Z,314782661015130112,7.075 tweets para tão pouco seguidor #depressed,everyone,314782661015130112,Twitter Web Client,348774644,pt,#depressed,{'place_id': '58388d8b0de1b405'},,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-21T15:54:35.000Z,314766998120853504,To dodói :(| #Sad #Depressed #UpSet #IFellBad #Brazilieber #Belieber #Selenator #Like4Like http://someurl,everyone,314766998120853504,Instagram,104521743,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-21T12:53:38.000Z,314721464093917184,@someuser pois tinha... :( #Depressed,everyone,314720479195828225,Twitter for iPhone,83451629,pt,#depressed,,"[{'type': 'replied_to', 'id': '314721150464847872'}]",421741188
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-20T20:32:59.000Z,314474675075964931,@someuser não achei #depressed #tristissima #solitaria #babando,everyone,314474502866235393,Twitter for Android,67783934,pt,#depressed,,"[{'type': 'replied_to', 'id': '314474502866235393'}]",54426644
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-20T17:00:17.000Z,314421144193216512,"vontade de comer uma porcaria, tipo McDonalds, dai eu lembro que eu moro no meio do mato e nem isso tem na minha cidade :/ #depressed",everyone,314421144193216512,Twitter Web Client,337339549,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-18T23:58:22.000Z,313801584041676800,aquele momento em que ainda não estás deprimida o suficiente e resolves ir ver o filme a walk to remember #depressed #mybrainissostupid,everyone,313801584041676800,Twitter Web Client,453407763,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-18T20:34:48.000Z,313750353352990720,"Entrar em depressão, ter isso em casa e não poder comer, vou ficar sem )= #bad #cry #depressed #kinder... http://someurl",everyone,313750353352990720,Instagram,211582531,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-18T03:27:33.000Z,313491839430836224,Vinho ... Ta na hora de tomar vinho ^^ #Depressed,everyone,313491839430836224,Twitter Web Client,94545949,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-17T16:24:13.000Z,313324904126767108,"omg, como é que um domingo pode ser tão aborrecido? #depressed",everyone,313324904126767108,Twitter Web Client,954140420,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-17T01:16:57.000Z,313096582918701057,N. e. e. d  w. e. e. d :( #depressed #angry #frustrated #broke,everyone,313096582918701057,Twitter for iPhone,766510046,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2013-03-16T23:26:25.000Z,313068767322193920,"Hoje foi á futurália, e entrei em depressao ao saber da média que é preciso para entrar na universidade que quero, na nova #depressed",everyone,313068767322193920,Twitter Web Client,841945452,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2013-03-16T04:07:30.000Z,312777116636823552,💔 Mizzou. #depressed,everyone,312777116636823552,Twitter for iPhone,807840205,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-15T20:14:52.000Z,312658175419637761,cambio profilo. #depressed.,everyone,312658175419637761,Twitter Web Client,759676177,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-15T08:32:41.000Z,312481465453666304,Sonhei com algo que nunca vai acontecer #depressed,everyone,312481465453666304,Mobile Web (M2),976392450,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-14T15:41:13.000Z,312226922778226688,No teabags:( #depressed,everyone,312226922778226688,Twitter for BlackBerry®,637288154,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-13T23:58:22.000Z,311989643908349952,"Nunca se esconda assim Eu ñ vou saber te falar, te explicar q também me assusto mto.. @someuser @someuser @someuser  karaokê #depressed",everyone,311989643908349952,Twitter for Android,66735063,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2013-03-13T20:14:44.000Z,311933366373081088,No prom date @someuser #depressed,everyone,311933366373081088,Twitter for Android,900470106,en,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-13T14:33:20.000Z,311847450954588163,n ha nd q queira fazer e q de pa fazer here #depressed,everyone,311847450954588163,Twitter Web Client,1000367605,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-13T00:11:11.000Z,311630482339164161,Exato #frases #books #death #depressed http://someurl,everyone,311630482339164161,Instagram,166748199,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-12T23:22:36.000Z,311618255565492224,@someuser @someuser kkkkk aí amor vc sabe q vcs moram no meu coração 😍 I love you guys so much I feel like crying 😩 #depressed lol,everyone,311613858613694464,Twitter for iPhone,161754520,pt,#depressed,,"[{'type': 'replied_to', 'id': '311613858613694464'}]",180502372
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-12T22:29:28.000Z,311604883600060416,e inquietante. #happy #sad #depressed #suicidal #instagram #insta #instaphoto #blackandwhite http://someurl,everyone,311604883600060416,Instagram,502953038,it,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-12T14:05:19.000Z,311478009796362240,em pleno século 21 e ninguém inventou uma máquina do tempo... volta dia 10/03 plmdds #depressed... http://someurl,everyone,311478009796362240,Instagram,476377915,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-11T21:41:03.000Z,311230312808054784,nao tenho mais 2 celulares #depressed,everyone,311230312808054784,Twitter Web Client,827587488,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-11T20:15:48.000Z,311208857919709185,O Gerog tinha um cabelo tao lindo q eu invejava tanto. OMG o que é que ele foi fazer? :( #aliens #th #georglisting #depressed,everyone,311208857919709185,Twitter Web Client,57785592,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-11T02:32:22.000Z,310941235936378880,@someuser saudades do crl q bateu agr aqui #depressed,everyone,310937419677577216,Twitter Web Client,55853734,pt,#depressed,{'place_id': '97bcdfca1a2dca59'},"[{'type': 'replied_to', 'id': '310940892020240386'}]",113913181
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-10T19:46:36.000Z,310839121885143040,wtf?.... RT @someuser quero chegar aos 1k followers :( quem me ajuda?| #depressed,everyone,310839121885143040,TweetDeck,279972382,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-10T19:46:16.000Z,310839036833062913,quero chegar aos 1k followers :( quem me ajuda?| #depressed,everyone,310839036833062913,Mobile Web (M2),279694371,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-09T15:32:13.000Z,310412717079031809,PRT..a7a el batates menhom. :( #DntWnatlk #depressed,everyone,310412717079031809,Twitter Web Client,612365707,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-09T10:12:32.000Z,310332266851233792,"Tanta coisa para fazer hoje... E estou aqui, sem vontade de me mexer ou de sair daqui #depressed",everyone,310332266851233792,Twitter Web Client,549408125,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2013-03-08T18:44:44.000Z,310098776494862336,"@someuser Menina da minha sala ganhou um i30 ... OBS: Ela a recem fez 18! Nem se inscreveu pra auto escola ainda haha, #Depressed",everyone,310098776494862336,Twitter for Android,176352142,pt,#depressed,,,35825078
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-08T04:39:10.000Z,309885981505515520,Bouta be #depressed,everyone,309885981505515520,Twitter Web Client,858988512,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-07T19:58:48.000Z,309755027831025664,Este finde va a ser enterito estudiando .... #Depressed,everyone,309755027831025664,Twitter for Android,455092214,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-07T03:18:04.000Z,309503184332812288,Ludov - Esquece e Vai Sorrir #nowplaying #depressed,everyone,309503184332812288,TweetDeck,85374625,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-05T14:45:31.000Z,308951413751439362,Passeando em São Paulo Shitty! #depressed,everyone,308951413751439362,Twitter for iPhone,928761906,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2013-03-05T13:13:41.000Z,308928303622922240,e eu que nunca mais chego aos 500 seguidores #depressed,everyone,308928303622922240,Twitter Web Client,574545734,pt,#depressed,,,
