source,referenced_tweets,conversation_id,author_id,reply_settings,id,in_reply_to_user_id,text,created_at,public_metrics,lang,geo,search_query
Twitter for iPhone,,811506526645080065,461468777,everyone,811506526645080065,,Christmas delivery slot from @someuser booked for Friday morning but everything we want seemingly sold out #disappointed #cancellingchristmas,2016-12-21T09:40:07.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '02f913c4d714b7a2'},#disappointed
Twitter for iPad,,811502014630793216,86640083,everyone,811502014630793216,,".@someuser Ten milk, five white, two hazelnut and two (now 1) dark chocolates, in a 250g assorted bag. This is assorted? #disappointed http://someurl",2016-12-21T09:22:11.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811501985841094656,440725086,everyone,811501985841094656,,.@someuser I CANT FIND MY FAVORITE SONG. :((((( #disappointed http://someurl,2016-12-21T09:22:05.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 8, 'quote_count': 1}",en,,#disappointed
Twitter for iPhone,,811501861421228032,2187582266,everyone,811501861421228032,,The person has gone for a fake tree this year - smaller & a lot less impressive than last year #disappointed http://someurl,2016-12-21T09:21:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '811499545632784384'}]",811493547262124032,50740125,everyone,811500052866809856,1926360132,@someuser @someuser @someuser @someuser Drat! #disappointed,2016-12-21T09:14:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811500003432611840,553189238,everyone,811500003432611840,,Dos Equis never disappoints until this batch @someuser #disappointed,2016-12-21T09:14:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811499004131495936,851612732,everyone,811499004131495936,,Idk why I even get my hopes up anymore. Nothing ever seems to work out as planned #disappointed #whatareplans,2016-12-21T09:10:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPad,,811498034299342848,947603672,everyone,811498034299342848,,"Y @someuser is editing scenes fm #Ishqbaaaz | Daksh-SSO Conversation ws an imp turning point of da story,sp just chopped it off #disappointed",2016-12-21T09:06:22.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'replied_to', 'id': '801096838975668224'}]",801096838975668224,22367918,everyone,811496700225339392,180418331,"@someuser @someuser awesome brush, lousy mascara. #disappointed",2016-12-21T09:01:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811489795788644352,701983599797481472,everyone,811489795788644352,,This is so not how I hoped my life would be by now. #disappointed 😔,2016-12-21T08:33:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811485057479278592,633149871,everyone,811485057479278592,,I feel like my education system failed me by never actually telling me there were ice cream based careers other than a scooper #Disappointed,2016-12-21T08:14:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,{'place_id': '9d63050d3d33d32f'},#disappointed
Twitter for Windows Phone,"[{'type': 'replied_to', 'id': '806998292353650688'}]",806998292353650688,24866819,everyone,811482992971575296,1323369883,@someuser #Nodedication #disappointed #NoCommitment dare I say it Dame PURE FAILURES!,2016-12-21T08:06:36.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Facebook,,811481141056245760,695684411480784896,everyone,811481141056245760,,#Disappointed and #optimistic at the same time. .,2016-12-21T07:59:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811480679951298560,362463573,everyone,811480679951298560,,"Prosecuting an abusive man is quite difficult without d cooperation of his wife. #Disappointed  to hear her say, hes my husband nah. Mtchew",2016-12-21T07:57:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811479377888194560,802812496054665217,everyone,811479377888194560,,Went to the 10:30 showing of arrival to find out that it was sold out #arrivalmovie #Sucks #disappointed,2016-12-21T07:52:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811478131836063744,1488774240,everyone,811478131836063744,1311501638,@someuser WTF!? | How can You make a Christmas movies Review and not talk about the Holiday!?!?!?| #disappointed http://someurl,2016-12-21T07:47:17.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'replied_to', 'id': '811476186794692608'}]",811476186794692608,2715851069,everyone,811477192240721920,292469835,@someuser actually J.K said that while Malfoy is Slytherin; Tom is definitely a Gryphindor. #disappointed #SlytherinForLife,2016-12-21T07:43:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPad,"[{'type': 'replied_to', 'id': '811333780992643072'}]",811333780992643072,200979808,everyone,811473538251194368,370888720,"@someuser cont....then you did have a good night, maybe you had another drink on the bar for you! #disappointed #onlyanotheryeartowait",2016-12-21T07:29:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811471336610533377,556598166,everyone,811471336610533377,,Looks like thanks to @someuser I wont be spending my 1st Christmas as a married couple with my husband. #disappointed #thanksfornothing,2016-12-21T07:20:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811467827332845572,4847506186,everyone,811467827332845572,25521487,@someuser you also disappointed my husband who is in the military you piece of shit #tosh #BlockParty #disappointed,2016-12-21T07:06:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811463569992617984,257257514,everyone,811463569992617984,98637937,@someuser I am very #disappointed with the after sales activity. Delivered the product on 8th Dec and yet to be installed. #Unhappy,2016-12-21T06:49:26.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811463529119318016,579675758,everyone,811463529119318016,431336956,"@someuser m very #disappointed #customerservice #unreasonable u sent me a wrong product &I ask for my product, how is that an exchange?",2016-12-21T06:49:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811461739980222464,265546688,everyone,811461739980222464,267165104,@someuser we luv wimpy BUT #kroonvaal wimpy understaffed & under prepared for the busy season...why? #disappointed,2016-12-21T06:42:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'replied_to', 'id': '811460522482737152'}]",811460162095489024,105503207,everyone,811460873885663232,951522626,@someuser No u dont. U just loot customer. U need more than 3 hrs to resolve one issue. Thats ur service| #NeverAgain #Disappointed,2016-12-21T06:38:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '64231a922dea526e'},#disappointed
Twitter for Android,,811450875038154752,447647752,everyone,811450875038154752,,All I can say is both @someuser & @someuser got totally outplayed 😕| Absolutely no effort..should be 100% for 60mins| #disappointed #ugh,2016-12-21T05:58:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811448671376056322,760969798176038912,everyone,811448671376056322,,How has no one made an ALLIED/safety pin joke? #disappointed,2016-12-21T05:50:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811447593242742784,100732079,everyone,811447593242742784,338555581,@someuser #Disappointed.. was trying to setup my new kitchen before Christmas but you ruined it by sending damaged product. #302718622,2016-12-21T05:45:56.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811444700729122816,834021235,everyone,811444700729122816,,What happens when Cinderella meets Jason bourne...You get an offspring which goes rogue.#disappointed,2016-12-21T05:34:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,"[{'type': 'quoted', 'id': '809452512700940289'}]",811437339318816769,862016280,everyone,811437339318816769,1906282568,@someuser  is not a native Montanan - his interests are purely for personal political gain #disappointed http://someurl,2016-12-21T05:05:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811436803370586112,77581024,everyone,811436803370586112,64780470,@someuser @someuser I just #opened my second #order #pan has #black #spot #scratches #bottom #looks #used #disappointed #refund http://someurl,2016-12-21T05:03:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,"[{'type': 'replied_to', 'id': '811277373387763712'}]",811277373387763712,4021019294,everyone,811431964053905408,4021019294,"@someuser @someuser Hi Bhavesh, i hope you can get someone to look into this & get me a better response then a standard template #disappointed",2016-12-21T04:43:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811429144521306112,19200805,everyone,811429144521306112,142805688,@someuser #disappointed #horriblecustomerservice #doesntstandbytheirpromos WHEN you say you will fix #asap does that mean #never,2016-12-21T04:32:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811426629109116930,212682953,everyone,811426629109116930,,when our pizza is cold and completely not what we ordered @someuser #disappointed ...,2016-12-21T04:22:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811420423015563266,62618082,everyone,811420423015563266,929129743,@someuser  #jio4G going down day by day. #Disappointed please come back on track so that we can choose you even after March. #jio,2016-12-21T03:57:58.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811419363840499713,21685896,everyone,811419363840499713,,My website is still down thank you @someuser This sucks. One more hour and you suck. #disappointed #pissed,2016-12-21T03:53:46.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811419332928557056,2784640997,everyone,811419332928557056,,"An hour & a half and still no food! Horrible, slow service at the new @someuser #disappointed #usedtobemyfavorite",2016-12-21T03:53:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '00c39537733fa112'},#disappointed
Twitter for Android,,811417124648480769,27134121,everyone,811417124648480769,,"You never know who is really next to you, are you seeing the real person? Or just the one you would like him to be ...  #disappointed",2016-12-21T03:44:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '088bd1671a2e601a'},#disappointed
Hootsuite,,811416586628296704,181792662,everyone,811416586628296704,,".@someuser went to see rouge one...was excited to see how many Bothans died, #disappointed, Maybe thats the Rogue two story",2016-12-21T03:42:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811414401421115392,215413504,everyone,811414401421115392,,"The @someuser app only takes credit and gift cards, not debit cards or PayPal. #disappointed http://someurl",2016-12-21T03:34:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811410540551688192,21689554,everyone,811410540551688192,,So much for my two day @someuser prime shipping. Pkg was supposed to be here today. #disappointed,2016-12-21T03:18:42.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '73d1c1c11b675932'},#disappointed
Twitter for iPad,,811404890081808384,2388000050,everyone,811404890081808384,17448575,@someuser very disappointed in my last online order.  Didnt receive items and credit not being processed timely. #disappointed #wontbeback,2016-12-21T02:56:15.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter Web App,,811404348257353732,98059529,everyone,811404348257353732,,"Wanted to watch #Tony90 on #NBC, but @someuser isnt working. Funny, just that network. Ummm! #disappointed",2016-12-21T02:54:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '811309552100659205'}]",811309552100659205,14270114,everyone,811397124634116096,14270114,@someuser I need you to resolve my issue with non-receipt. I wanted to get my case before the holidays #disappointed,2016-12-21T02:25:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811396910036713472,831561900,everyone,811396910036713472,,#Bairavaa Big let down from @someuser #disappointed,2016-12-21T02:24:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811394293311172608,3410113167,everyone,811394293311172608,,"Dedication hard work sincerity and positivity should be rewarded, I guess we just dont roll that way #disappointed #dontunderstand",2016-12-21T02:14:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811393600529514500,16365245,everyone,811393600529514500,1933340930,"@someuser very #disappointed #dissatisfied by @someuser support repaid of Yoga900. Sent two times, still same issue. R u not fixing the issue?",2016-12-21T02:11:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811392193109880832,405916361,everyone,811392193109880832,,"if youre ever bored/lonely, dont waste your breath asking carl frankie 2 be your friend #disappointed #notfriendoftheyear",2016-12-21T02:05:48.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '811384273110437889'}]",811384273110437889,722080760392478720,everyone,811389790574743553,21920725,@someuser youre giving away a book tomorrow? I thought it was tickets. #disappointed,2016-12-21T01:56:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811388616232628225,1256158698,everyone,811388616232628225,,"Numbers of people standing at the last two home games of 2016 (3,4) 2017 has to be better otherwise why even have games #disappointed",2016-12-21T01:51:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811387109995085825,346636538,everyone,811387109995085825,,"They could have had a great story with the Nikki sneak attack, and then they went where everyone expected... #Disappointed #SDLive",2016-12-21T01:45:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '23b629b33fba1676'},#disappointed
Twitter for Android,,811385815901339648,1542485702,everyone,811385815901339648,,Why arent there Korean subtitles for #TheOA @someuser #disappointed,2016-12-21T01:40:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '00c44eeb126d2fcd'},#disappointed
Twitter for iPhone,,811384900192321536,446579898,everyone,811384900192321536,,Anyone else have problems with the ginger bread loaf dry as hell!!! Doesnt matter what #Starbucks @someuser #disappointed #nexttime,2016-12-21T01:36:49.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPad,,811384259026022400,1496834270,everyone,811384259026022400,2367911,@someuser | | Grew up on MTV...ashamed for your NY resolutions | | #disappointed,2016-12-21T01:34:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811383373935640576,201788574,everyone,811383373935640576,,When your value of someone else is greater then that persons self worth. #disappointed #whythough #sadtosee,2016-12-21T01:30:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '811346917598883840'}]",811346917598883840,1327419859,everyone,811382254517764096,3262322512,@someuser you will ever seen #disappointed,2016-12-21T01:26:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811382046148980737,755823062,everyone,811382046148980737,,"Awwe, my online order wont go thru! #disappointed",2016-12-21T01:25:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811381733396545537,510407141,everyone,811381733396545537,,Netflix has pissed me off. They took off the classic Miracle on 34th Street and replaced it with the travesty from 1994. #Disappointed,2016-12-21T01:24:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811381625040859136,248830961,everyone,811381625040859136,,"Ugh, dont believe everything you see on Twitter #disappointed",2016-12-21T01:23:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,"[{'type': 'replied_to', 'id': '811224663124754432'}]",811224663124754432,181728347,everyone,811380174788890624,310545740,@someuser maybe she should work at Chick-Fil-A then bc I said thank you twice last week & they did not say my pleasure #disappointed,2016-12-21T01:18:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,"[{'type': 'replied_to', 'id': '811293141429055489'}]",811293141429055489,53558165,everyone,811380038612451328,16193578,@someuser Man Id love to take advantage of this deal but there isnt a real big selection when it comes to the bottoms #disappointed,2016-12-21T01:17:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811379825281789952,321395418,everyone,811379825281789952,353990363,@someuser not getting a pro bowl selection is the biggest joke Ive ever seen #disappointed,2016-12-21T01:16:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811378885908721665,22226219,everyone,811378885908721665,,.@someuser bought a McKinley jacket from you on Nov 30th - worn 5x and liner ripped. Receipt is long gone. What to do?? #disappointed,2016-12-21T01:12:55.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",en,,#disappointed
Twitter for iPhone,,811378361893318656,370286184,everyone,811378361893318656,,.@someuser the one is ABQ is not good to go hungry too. Took forever to get a drink and appetizer. #disappointed,2016-12-21T01:10:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811369772382306306,259139402,everyone,811369772382306306,18450106,@someuser and my pull aparts were burnt too! #disappointed http://someurl,2016-12-21T00:36:42.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811369294235893760,1067156161,everyone,811369294235893760,,"What the hell?! Still have the unicorn #emoji, finally added the shark...but wheres the #mermaid???! #disappointed #sigh",2016-12-21T00:34:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811367264616402945,86849566,everyone,811367264616402945,260907612,"@someuser very #disappointed in ur service!my sister,Aviva Aguilar is stranded in Brazil w #NoSuitcases for 4days and no response from u guys!",2016-12-21T00:26:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811366898092965888,23627016,everyone,811366898092965888,,Always been a fan/customer of @someuser but couldnt bring myself to buy Xmas presents there when they allow racism like this #disappointed http://someurl,2016-12-21T00:25:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811365604661657600,1619534161,everyone,811365604661657600,,"So guess what? Guess imma have to see @someuser s concert through his snap again, knowing hes in fucking CA. #disappointed",2016-12-21T00:20:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '3b77caf94bfc81fe'},#disappointed
Twitter for iPhone,,811362100052447233,811323247849570305,everyone,811362100052447233,,I cant believe Hero has used me like that and now I refused to marry her...... #disappointed #commonstale,2016-12-21T00:06:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811359440058380290,80215558,everyone,811359440058380290,,What @someuser fire grilled veggies really look like. #disappointed http://someurl,2016-12-20T23:55:39.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811359174017843201,1546763377,everyone,811359174017843201,,"This time of year should be full of sharing and giving, not take, take, and take some more! #disappointed #notsohappyholidays",2016-12-20T23:54:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811357269883502592,274052693,everyone,811357269883502592,,#glutenfree meals on @someuser were literally inedible/gone bad & no replacements cld be found. Absolutely #inexcusable - so #disappointed.,2016-12-20T23:47:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811354284004503552,268682207,everyone,811354284004503552,1394399438,@someuser what is going on have been check back every hour since noon and it doesnt seem to be working.. #disappointed #TMobileTuesdays 🖓 http://someurl,2016-12-20T23:35:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811353838082871296,525880435,everyone,811353838082871296,,"#Disappointed but no longer #disillusioned. Not 100% convinced that he is going to be the next #POTUS, but it is the likely outcome. #sigh",2016-12-20T23:33:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811351887383564290,496533359,everyone,811351887383564290,,Handed out over 6 boxes of @someuser brand candy canes in my sons school for a party and 80% were broken...#disappointed http://someurl,2016-12-20T23:25:38.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",en,{'place_id': 'dd9c503d6c35364b'},#disappointed
Twitter for iPad,,811351278899130369,2591859402,everyone,811351278899130369,,I cant believe some people now a days. 🙄🙄 #smh #disappointed,2016-12-20T23:23:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811348980449865728,237009140,everyone,811348980449865728,732797413,@someuser ordered x2 controllers thru amazon STILL waiting on delivery! #rubbishservice #disappointed #iwantthemforxmas,2016-12-20T23:14:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '06168d1feda43857'},#disappointed
Twitter for iPhone,,811348887730589696,716440361871106049,everyone,811348887730589696,,The updated asteroid emoji looks like a meatball #disappointed,2016-12-20T23:13:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPad,,811348317342928896,286840815,everyone,811348317342928896,,Doesnt it make you feel sad when you think someone is going to call and they dont #disappointed,2016-12-20T23:11:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811346796677124099,19963215,everyone,811346796677124099,,I recorded a video of a cute Christmas themed play. I tried to splice it all together... #fail #fracaso #highwaytodisasterzone #disappointed,2016-12-20T23:05:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811346713319538688,446249811,everyone,811346713319538688,,I was led to believe one of the perks of living under a fascist regime would be the trains would run on time. #disappointed,2016-12-20T23:05:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'replied_to', 'id': '811312566727282693'}]",811312566727282693,261071188,everyone,811345024281624576,45911235,@someuser I guess you are another liberal twitter account #disappointed,2016-12-20T22:58:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811338893228474368,103968197,everyone,811338893228474368,,"Finally, after @ 4 months of waiting, my @someuser arrived. But unfortunately, it is not working. No lights, no vibrations. #disappointed",2016-12-20T22:34:00.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Instagram,,811336886392389632,13693162,everyone,811336886392389632,,Disappointment is my natural state #disappointed http://someurl,2016-12-20T22:26:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811336831866458116,66677397,everyone,811336831866458116,21661424,@someuser what is the point in preordering something to be told it will now dispatch in 3 months #disappointed,2016-12-20T22:25:49.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811333219660361728,1388057539,everyone,811333219660361728,16519133,@someuser @someuser @someuser Thank you for ruining my Christmas!  #disappointed #poorservice #terrible #grinch,2016-12-20T22:11:28.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811330619011579904,35707033,everyone,811330619011579904,79226749,@someuser Its a pity you had to cancel the concert in Zurich :( #disappointed,2016-12-20T22:01:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811329177781760007,866362224,everyone,811329177781760007,,Im highly disappointed every time I pass this sign because I never see a Matador #Disappointed http://someurl,2016-12-20T21:55:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,811326170797056000,2445965088,everyone,811326170797056000,,I felt like something but I never felt like this b4 #disappointed #puttingmywallBACKUP 💯💯,2016-12-20T21:43:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,811326110487093248,63668328,everyone,811326110487093248,,this film is boring. Pseudo GCSE philosophy can only entertain for so long without a story.| | #disappointed #UncleBoonmee,2016-12-20T21:43:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
DragPlus,,811325849769222144,2574837078,everyone,811325849769222144,,You?ll end up really disappointed if you think people will do... #disappointed http://someurl,2016-12-20T21:42:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,811325805259321345,18504402,everyone,811325805259321345,,Dear @someuser - why do you hate Android phones? I just want to be part of the community!! #disappointed #Snapchat #PlsHelp,2016-12-20T21:42:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '5635c19c2b5078d1'},#disappointed
