source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
Twitter Web Client,365421870696243201,238474346,everyone,365421870696243201,FOB pala ngayon omg #Depressed :(,2013-08-08T10:38:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,365421607952457728,308315709,everyone,365421607952457728,Tengene yung mga tweets nung nasa araneta. HUHU SHET #depressed,2013-08-08T10:37:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,365407932705275904,1625102918,everyone,365407932705275904,:( :( :( :( :( :( fvck! #Depressed,2013-08-08T09:43:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,365399126067773440,602783904,everyone,365399126067773440,Masaya pala mag-McDo mag-isa. #depressed,2013-08-08T09:08:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web App,365329069862174721,938577704,everyone,365329069862174721,I hate crying:( #Depressed . Panginoong diyos kayo na po Ang bahala.,2013-08-08T04:30:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Echofon,365265220001738752,434136814,everyone,365265220001738752,Dalawang araw na ganito umaga ko. 😞 #depressed,2013-08-08T00:16:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,365159318804381698,74227230,everyone,365159318804381698,Cya Ibiza. #depressed #help #greetin http://someurl,2013-08-07T17:15:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,365075940813979649,242551935,everyone,365075940813979649,Mga mapang abuso sa kapwa. Karma nalang po bahala sainyo. Ng dahil sa fifty pesos. Haha #depressed,2013-08-07T11:44:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,365069052395274240,969877406,everyone,365069052395274240,Ilan nasagutan co sa Midterm sa Physics? </3| | #Physics #Midterm #Examination #Feeling #Depressed #Mcdo... http://someurl,2013-08-07T11:16:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,365037001122131968,246770708,everyone,365037001122131968,Mamatay na dahilan ng pag iyak ko NGAYON NA!!!! #Depressed,2013-08-07T09:09:37.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,365036748750856192,1253106284,everyone,365036748750856192,late koh n nlman n my campus tour c @someuser s CAVITE today~sna nagleave aq s work kng nlman koh agd~#feelingsorry #depressed :(,2013-08-07T09:08:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,364957431631056897,251893187,everyone,364957431631056897,Problema sakit sa ulo!! #Depressed,2013-08-07T03:53:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,364930106243821568,623009619,everyone,364930106243821568,Summer 13 in Malaga #incredible #wanttogoback #depressed,2013-08-07T02:04:52.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,364760705267806209,311451436,everyone,364760705267806209,Kain ulit. #depressed #stressed,2013-08-06T14:51:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,364754300691423233,308315709,everyone,364754300691423233,3months na kong walang workout. Katabaan. #depressed,2013-08-06T14:26:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,364742543633694720,159461284,everyone,364742543633694720,"Coke Mismo, Korean, Ipod, Apartment, SJP, Engr. :D =)))))))))))))) #Random #Depressed #Happyside",2013-08-06T13:39:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,364721958824312832,1644604994,everyone,364721958824312832,anu kaya mangyayare sa sayaw namen dis saturday!!!| | waaah!!| | #Depressed,2013-08-06T12:17:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,364699744297160707,549809486,everyone,364699744297160707,sana pala nung college ako pinanood ko na lahat ng anime na pwede kong panuorin! | | #depressed| #tired,2013-08-06T10:49:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,364672364291698690,450544509,everyone,364672364291698690,"Kunyari ako si Minnie mouse, konti lang. :) ♥ #goodafternoon #minnieheadband #red #depressed http://someurl",2013-08-06T09:00:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,364572269927870464,1163303514,everyone,364572269927870464,"un kasi, umiiyak daw aq habang natutulog. ito ba ang meaning? #depressed #sleeplessnights #askyahoo... http://someurl",2013-08-06T02:22:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,364521253324865536,99140899,everyone,364521253324865536,2am sabi ni Ara @someuser gigisingin niya ko pagkatapos madownload yung porn. nagising ako 6am tulog na siya NASAN YUNG PORN?? #Depressed,2013-08-05T23:00:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,364510201161859074,155883702,everyone,364510201161859074,sakto na unta to amo first ! gi usab pa jod nako >.< tabla tanan .. pwede mo hilak ! #Crying #Ashamed #Depressed #GiveAsAChance !,2013-08-05T22:16:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,364238001162817537,40643775,everyone,364238001162817537,sumbodeh crey wit me huhuhu #depressed,2013-08-05T04:14:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,364206558021816322,1610051527,everyone,364206558021816322,Kik me at haleyrash. #kik kikme #kikmeimbored#kikmenow #kikmeplease #sick #sad #mad #depressed #Depression http://someurl,2013-08-05T02:09:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,364023025412210688,44186592,everyone,364023025412210688,Kahit malungkot mas okay nalang na ngumiti. #sad #down #depressed #stillsmiling #smiling #trying... http://someurl,2013-08-04T14:00:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,364003686776705024,1568104854,everyone,364003686776705024,ikain mo nlng lahat yan shailaaaaaaaa. :) #Depressed #Stressed,2013-08-04T12:43:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,363995075946086402,234698394,everyone,363995075946086402,So ganun talaga yung story namin katulad na katulad nung sa movie| | #Depressed,2013-08-04T12:09:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,363939114011590656,265327918,everyone,363939114011590656,ANG LIIT NA NG LAMAN NG ISA SA MGA PABURITO KONG TIG PIPISONG CHICHIRYA !! </3 #Depressed http://someurl,2013-08-04T08:27:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,363925196194848770,82723533,everyone,363925196194848770,Ang itim ng tuhod ko. #depressed,2013-08-04T07:31:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,363893811572781056,266468250,everyone,363893811572781056,Simula kgabi hndi pko kumakain:((( #depressed,2013-08-04T05:27:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,363666384032509953,864489594,everyone,363666384032509953,Ngaa indi na ko kblo mag backsplit? Huhuhu.. #depressed,2013-08-03T14:23:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,363661992176787456,341320630,everyone,363662269420285953,@someuser sobra! Stuck ako sa tapat ng bahay namin kasi walang tao. #depressed #thedreamer,2013-08-03T14:06:56.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '363661992176787456'}]",1032493364,
Twitter for iPhone,363650927779000320,245518469,everyone,363650927779000320,Bye bye Myrtle Beach #depressed 👋😔💔,2013-08-03T13:21:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Facebook,363618888862285824,85586504,everyone,363618888862285824,"Tama na, haixt !| Masyado ko na namang sinasaktan at pinapaasa ang sarili ko :/| | #Depressed:/",2013-08-03T11:14:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,363527210281750528,215515703,everyone,363527210281750528,Nakasira ako ng phone :(| Wala pa ako pambayad :(| | #Stress| #Depressed| #HelpMe,2013-08-03T05:10:15.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,363499247598968833,286677268,everyone,363499247598968833,pooochaks mariiiiiaaaaaaaaa na anoooo ka. #depressed     noooo! hndi ko dpat ma depress :((((,2013-08-03T03:19:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,363497267732291584,498710290,everyone,363497267732291584,Masama na LOOB ko sainyo. 😢😔 #stayawayfromme. :( #Depressed,2013-08-03T03:11:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,363494555254927362,80799793,everyone,363494555254927362,"Dalawang tao nlang pinagkakatiwalaan ko talaga. Ayaw ko na magbigay ng tiwala sa iba, mahirap na.. -_- Tsskk. #Depressed #R #A",2013-08-03T03:00:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,363337474560376832,363517050,everyone,363337474560376832,"INTRDEV Lab 10, why? huhu. Lowest number nlng kulang e, bakit hndi kpa nakisama?? :(( #Frustrated #Stressed #Depressed",2013-08-02T16:36:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),363310153317507072,1592596182,everyone,363310153317507072,Sobrang #depressed .. Siguro bagsak ko lahat ng longtest kanina.. Wala eh.. Ganun ako.. Hehehe baliw eh xD,2013-08-02T14:47:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),363257751641669632,1592596182,everyone,363257751641669632,"#Depressed #Depressed| #Depressed Sorry kapwa ko ICT members, naibagsak ko yung exam kanina.. Sorry po T^T -OP",2013-08-02T11:19:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,363251423359680513,522192739,everyone,363254164056322050,@someuser naiwan ko i.d. ko sa avr diba nandun ticket ko haaaaaaa!!!!! #depressed,2013-08-02T11:05:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '363252238459744256'}]",342587981,
Mobile Web (M2),363220110225313792,1592596182,everyone,363220723810459648,@someuser Ganun talaga kuya.. #depressed ako wag kanang umepal jan -.-,2013-08-02T08:52:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '363220110225313792'}]",1574808235,
Mobile Web (M2),363214424783749120,1592596182,everyone,363214424783749120,Bengga! Kauwi lang... #Tired #Depressed Lanjo. Smile ka lang chaii.. Hahaha xD,2013-08-02T08:27:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,363210142952591360,500897159,everyone,363210142952591360,Ayoko sa ganitong trabaho. Nabobobo ako sa english.| | #Depressed,2013-08-02T08:10:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,363060002090516484,518246013,everyone,363060002090516484,Gusto ko manuod ng This Is Us. Shtttt. #1D #Depressed,2013-08-01T22:13:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362896440177078272,987652976,everyone,362896440177078272,what the hell hirap naman gumawa ng assignment sa english nakakaasar ilang oras na ako dito sa hrapn ng computer #FeelingTired #Depressed,2013-08-01T11:23:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362826559310143489,861108356,everyone,362826559310143489,Bakit wala akong decent picture? Di ba ako pogi? #Depressed,2013-08-01T06:46:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,362569301175173120,549592267,everyone,362569301175173120,"Lol shof nafsi w ana basl7 my typos 3ala 2sas eni f 7ad by2ra el Shit eli ana baktbo,lol #dontwannatalk #depressed",2013-07-31T13:43:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362556877533478912,305987978,everyone,362556877533478912,BABAWI AKO SA EXAM KO SA MATH! </3 HUHUUUUUUUUU! #Depressed,2013-07-31T12:54:30.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,362532483713073152,609594948,everyone,362532483713073152,bye napa :( #depressed,2013-07-31T11:17:34.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,362453736376901633,167726283,everyone,362453736376901633,Bye na muna. Kakain lang lunch :( #depressed #sad #angry  #confused #mad,2013-07-31T06:04:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,362221054485204992,301492360,everyone,362221054485204992,Sayanga uy! My opportunity was taken. #depressed #frustrated,2013-07-30T14:40:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,362215886486126592,64142697,everyone,362215886486126592,its the xx!!! not just some random band naiiyak talaga ako :( #depressed,2013-07-30T14:19:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362205256110702594,244472826,everyone,362205256110702594,paano mo sasabihin sa crush mo na crush mo siya? :( #depressed,2013-07-30T13:37:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362204230284607489,1568104854,everyone,362204230284607489,...at bumabalik nnman si fever -_- #depressed #stressed #rest,2013-07-30T13:33:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362182425264136192,903873787,everyone,362182425264136192,Bakit kasi hindi pwede eh .. :( #Depressed,2013-07-30T12:06:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362159413643067392,1348425578,everyone,362159413643067392,huhu. iyak nako. #depressed,2013-07-30T10:35:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),362156970511314945,839382019,everyone,362156970511314945,"Yung moment na after ng exam,gumagawa ka ng sarili mung grades na feeling mu pasado kna.| | #depressed",2013-07-30T10:25:24.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Facebook,362152317056851969,420232356,everyone,362152317056851969,he ba2 yaba pioneer ntse tlala likoi atseba hmk!#depressed,2013-07-30T10:06:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362140888744472577,93575023,everyone,362140888744472577,"=( skipped classes due to unwell condition tsk.tsk.napapadalas,..#lastnaayan..| #stressed #depressed #atthesametime.",2013-07-30T09:21:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,362086882751950849,1351216254,everyone,362086882751950849,bagsak kau jhud sa bio lab and lecture! :(| | #depressed,2013-07-30T05:46:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web App,361887552837402624,563523468,everyone,361887552837402624,Hi Lord. Kayo na po bahala sa akin. I TRUST YOU :) #Depressed #Help,2013-07-29T16:34:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,361822870424387587,1044652284,everyone,361822870424387587,INAANTAY KO YUNG ARAW NA BABALIK TAYO SA DATI =//////////| | #Depressed :/,2013-07-29T12:17:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,361810207938060288,1450476775,everyone,361810207938060288,putek you better feel special hor. bihira ang babaeng to magkagusto sa lalakeng younger. hahahahahaha. #depressed,2013-07-29T11:27:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,361515972810637312,177818991,everyone,361515972810637312,Emotionally unstable... khit anu na lng eh iniiyakan ko... #depressed,2013-07-28T15:58:19.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,361462635532779520,149761675,everyone,361462635532779520,"feedback from people: nidaut ka!| | im like:i wanna scream,cry and die...asa ang feeding program ngara kay mutunga jhud ko T_T #depressed",2013-07-28T12:26:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,361409398599450625,151917357,everyone,361409398599450625,Gusto ko kumain. Kahit di ako masyadong gutom. #depressed,2013-07-28T08:54:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Instagram,361277513495883776,1173634123,everyone,361277513495883776,#Depressed #meme #imdepressed #kidpain #sadface #like kik@ ImDownToEarth http://someurl,2013-07-28T00:10:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,361099234633728000,519459095,everyone,361099234633728000,I need a GWA of 1.70 to meet the required grade of 2 to enter UST Med. Di kaya ng utak ko ang ganung kataas na GWA. #depressed,2013-07-27T12:22:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",tl,#depressed,,,
Instagram,361098598999527425,39938896,everyone,361098598999527425,Stressed and depressed. Magpakalunod sa pagkain! HOHOHO! 😂😶 #foodtrip #depressed #stressed #diversion... http://someurl,2013-07-27T12:19:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,361011864022429697,118592272,everyone,361011864022429697,Yung mga concert tickets ko dun. Mga ticket sa events. Wala na. #depressed,2013-07-27T06:35:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,360985504210096128,51981983,everyone,360985504210096128,Bobo ko naman. Huhuhu #depressed #down #stressed #toxic #lahatlahatna,2013-07-27T04:50:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,360771991822811136,109139187,everyone,360771991822811136,That feeling...haih /: #Depressed,2013-07-26T14:42:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),360717621781475328,1427603004,everyone,360717621781475328,feeling ko ang bobo bobo ko. haaaay. #depressed #frustrated,2013-07-26T11:05:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web App,360616316870201346,1314073345,everyone,360616316870201346,Ikaw galit ka ba sa mga bakla ? #depressed,2013-07-26T04:23:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,360184753766404096,350296826,everyone,360184753766404096,Ikaw na bhala Lord. #Depressed,2013-07-24T23:48:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,360004289810272256,55800044,everyone,360005681262247936,@someuser wow!daug ang boys...congratz!lalo na ky RYAN #depressed,2013-07-24T11:56:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '360004289810272256'}]",64389025,
Twitter Web Client,359989181633675264,47319771,everyone,359989181633675264,Shocking e :( I fainted earlier on my way home. Buti na lg kilala ako nung nakakita sakin. #notfeelingwell #Depressed :(,2013-07-24T10:51:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,359975593082757120,376725481,everyone,359975593082757120,ayoko na!!! lagi nlng aq napapagltn dhl sa kapatid ko!!! Lagi nlng ako¡!!! #depressed #alone #abandoned :(((,2013-07-24T09:57:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,359696100782915584,354102469,everyone,359696100782915584,note: wala pa ko kauli gikan sa skwelahan. this is stressful! #stressed #depressed #blisters #carving... http://someurl,2013-07-23T15:26:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,359686702878568448,28348371,everyone,359686702878568448,Wala nang pag-asa. Expire na talaga. :((( #calamay #depressed Char bitaw :D,2013-07-23T14:49:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,359683252639895552,169441200,everyone,359683252639895552,good evening!! dli na lage ma open ako isa ka twitter jujuju.. unsaun man to nko ue | | #Depressed | #SadLife | #kasadnglifekoue,2013-07-23T14:35:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,359610453875367936,48949585,everyone,359610453875367936,PhysioLab :( BV. Bawal pa magchocolate :(( #Depressed,2013-07-23T09:46:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,359609132610879488,262455520,everyone,359609132610879488,"May mga bagay na kahit gusto mo, kailangan mong bitiwan.| | #Depressed",2013-07-23T09:41:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),359512092459536385,296052749,everyone,359512092459536385,"So far, Quantitative(BMT03) pa lang ang pumapasa kong exam. Itawa na nga lang daw. HUEHUE! #Depressed #Fail",2013-07-23T03:15:36.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,359496705919549443,76317110,everyone,359496705919549443,Hayyy. Makitan pa kaha to nako akong wallet? #depressed,2013-07-23T02:14:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,359393150437031936,88674744,everyone,359393150437031936,nakkmiss ung nagwwork ka & naeenjoy mo yung pnagppaguran mo..at nkksama mo ung taong nkkpagparelax sayo. #depressed #annoyed #hatemylifehere,2013-07-22T19:22:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,"{'coordinates': {'type': 'Point', 'coordinates': [55.37604411, 25.30051645]}}"
Mobile Web (M2),359305065061810176,1355869392,everyone,359305065061810176,"Sige. Sususbukan ko na. Besides, nobody cares naman. #Depressed",2013-07-22T13:32:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,359174645976940544,40438692,everyone,359174645976940544,Pilit na ngiti #depressed #igers #igaddict #sleeptime http://someurl,2013-07-22T04:54:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,358990263013736448,42026994,everyone,358990263013736448,Kung pwede lang wag kumain para pumayat :( #Stressed #Depressed,2013-07-21T16:42:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,358944275767115776,185088584,everyone,358944275767115776,"Ayan, hindi ko na napigilan. #tears #depressed",2013-07-21T13:39:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry®,358934205910106116,196476946,everyone,358934205910106116,Ayoko na ng gantong pagrrenovate ng bahay! Ang hirap2 mag ayos at maglinis! Hays! #depressed,2013-07-21T12:59:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,358850622692392960,248107875,everyone,358850622692392960,out na nga muna #Depressed,2013-07-21T07:27:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),358819356345507840,561933070,everyone,358819356345507840,Lalaki: Ang Init!! AKO: (bigla nagsalita na katabi siya) FUCK YOU!! Lalaki: hala?! G*go! Baliw ka!! #AnongNangyayariSakin #Depressed,2013-07-21T05:22:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,358624997482311680,1587566636,everyone,358624997482311680,"Pag ako may gnagawang TAMA,, konti lang nakakaapreciate.. pero pag MALI na ang nagawa ko, sus lahat ng TAO wagas kung makasisi  #Depressed",2013-07-20T16:30:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
